Usuario,Subforo,idHilo,Hilo,Etiqueta,NumComent,Comentario,Likes,Fecha
raul_ct,off-topic,701415,francisco-ibanez-autor-mortadelo-filemon-acaba-fallecer-,Noticia,212,"
Dep, que pena ",0,2023-07-16 03:02:00
deBurrows,off-topic,701415,francisco-ibanez-autor-mortadelo-filemon-acaba-fallecer-,Noticia,213,"
#112 maestro de los equívocos, siempre encontraba la forma en Mortadelo y Filemón de crear esas situaciones geniales. ",0,2023-07-16 03:04:00
TripyLSD,off-topic,701415,francisco-ibanez-autor-mortadelo-filemon-acaba-fallecer-,Noticia,214,"
#146 de esos tomos de superhumor tendré en casa de mis padres como una veintena. Tremendos ",0,2023-07-16 04:32:00
Thouy,off-topic,701415,francisco-ibanez-autor-mortadelo-filemon-acaba-fallecer-,Noticia,215,"
Un puto grande.

DEP ",1,2023-07-16 04:46:00
NickNack,off-topic,701415,francisco-ibanez-autor-mortadelo-filemon-acaba-fallecer-,Noticia,216,"
DEP. Me uno a la memoria colectiva y añado que no hay que olvidar que nos dejó la gran expresión ""hacer un mortadelo"" ",1,2023-07-16 05:02:00
30crysis,off-topic,701415,francisco-ibanez-autor-mortadelo-filemon-acaba-fallecer-,Noticia,217,"
Acabo de desbloquear un recuerdo, mi padre hablándome del botones sacarino y Pepe gotera y otilio y regalándome tebeos suyos que luego comentábamos... Hasta consiguió unir a dos generaciones, una gran pérdida  ",0,2023-07-16 08:52:00
EuRyNomE,off-topic,701415,francisco-ibanez-autor-mortadelo-filemon-acaba-fallecer-,Noticia,218,"
#176 
Aún los veo cada X tiempo. ",1,2023-07-16 08:57:00
Decade,off-topic,701415,francisco-ibanez-autor-mortadelo-filemon-acaba-fallecer-,Noticia,219,"
Uno de los héroes de mi infancia junto a Quino, ni se la cantidad de cómics de Mortadelo y Filemón que tengo por casa.
En paz descanse. ",0,2023-07-16 09:04:00
KirK,off-topic,701415,francisco-ibanez-autor-mortadelo-filemon-acaba-fallecer-,Noticia,220,"
Típico de españita cuando alguien se muere todos éramos fan y qué gran persona.
DEP ",0,2023-07-16 09:05:00
Vitov,off-topic,701415,francisco-ibanez-autor-mortadelo-filemon-acaba-fallecer-,Noticia,221,"
Dep ",0,2023-07-16 09:37:00
turfaroth,off-topic,701415,francisco-ibanez-autor-mortadelo-filemon-acaba-fallecer-,Noticia,222,"
Una pena, muy buenos momentos me dieron sus historias. 
DEP ",0,2023-07-16 09:39:00
EricDraven91,off-topic,701415,francisco-ibanez-autor-mortadelo-filemon-acaba-fallecer-,Noticia,223,"
Yo debo ser sincero y decir que era a mi hermano a quien le encantaba Ibáñez porque le gustaba mucho dibujar sus propias  historietas y yo pues me leía algunos pero siendo pequeño-adolescente no los disfrutaba (siempre he sido más de Tintín).
Lo hacía más cuando los veía en movimiento en cualquiera de los productos o con su humor como anhqv/lqsa/Javier fesser ya en la adultez.
Aún así hay que reconocer que siempre será un grande y ya volverá a tener esos piques sanos junto a Vázquez.
DEP ",0,2023-07-16 09:47:00
Komachi,off-topic,701415,francisco-ibanez-autor-mortadelo-filemon-acaba-fallecer-,Noticia,224,"
DEP.
Un grande de los comics, la lectura en mi infancia se resumen en leer las historietas que tenia de este señor millones de veces. Todavia conservo super humores, todo mortadelo y alguna de la coleccion olé que fueron las primeras que tuve en mis manos. Mis personajes favoritos y con los que mas me reía era Pepe Gotera y Otilio.
 ",13,2023-07-16 09:57:00
Mirtor,off-topic,701415,francisco-ibanez-autor-mortadelo-filemon-acaba-fallecer-,Noticia,225,"
 ",6,2023-07-16 09:58:00
Chaotic,off-topic,701415,francisco-ibanez-autor-mortadelo-filemon-acaba-fallecer-,Noticia,226,"
Que lastima... La de horas de diversion que me ha dado este hombre. En fin. Una pena.
DEP ",0,2023-07-16 10:04:00
Carcinoma,off-topic,701415,francisco-ibanez-autor-mortadelo-filemon-acaba-fallecer-,Noticia,227,"
#220 Pero es que en este caso es así. No solo es que contribuyera a la cultura popular español como pocos artistas hayan hecho; es que además era un currito humilde que nunca se metió en un charco, con lo fácil que es eso para hacer guiones.
De todas formas, lo que es cierto es que los españoles somos bastante cainitas con nuestros representantes culturales. Solo basta que se manifiesten lo más mínimo una idea política, para que la mitad del país se les ponga en contra. ",8,2023-07-16 10:07:00
Chaotic,off-topic,701415,francisco-ibanez-autor-mortadelo-filemon-acaba-fallecer-,Noticia,228,"
Hace tiempo hubo una serie de TV que luego la regalaban en cintas de video VHS con El Periodico o algun semanal que ahora no recuerdo.
Aquella serie era bastante mala en todo.
Pero la pelicula que se hizo en los 70 era buenisima. La de risas que me he metido. Y con un doblaje sublime:
 ",10,2023-07-16 10:31:00
DiSKuN,off-topic,701415,francisco-ibanez-autor-mortadelo-filemon-acaba-fallecer-,Noticia,229,"
#228 ESA, ESA PELI.
Era maravillosa con el conde Drácula borracho o el loco que vivía debajo del mar ",0,2023-07-16 10:49:00
ZurdoK,off-topic,701415,francisco-ibanez-autor-mortadelo-filemon-acaba-fallecer-,Noticia,230,"
La de veces que leí sus tebeos, madre mía, qué penita. ",1,2023-07-16 11:32:00
gabigoxi,off-topic,701415,francisco-ibanez-autor-mortadelo-filemon-acaba-fallecer-,Noticia,231,"
#228 la señora urraca puede ser? Hajaja ",0,2023-07-16 11:45:00
Loki_Cat12,off-topic,701415,francisco-ibanez-autor-mortadelo-filemon-acaba-fallecer-,Noticia,232,"
Dejo un reportaje que hicieron en TVE sobre Ibañez.
https://www.rtve.es/play/videos/imprescindibles/ibanez/5743070/ ",10,2023-07-16 13:09:00
Fagas,off-topic,701415,francisco-ibanez-autor-mortadelo-filemon-acaba-fallecer-,Noticia,233,"
Muchas gracias maestro por toda las risas que nos has dado y descanse en paz ",0,2023-07-16 13:17:00
Aceite,off-topic,701415,francisco-ibanez-autor-mortadelo-filemon-acaba-fallecer-,Noticia,234,"
Se ha ido un grande de España. ",0,2023-07-16 13:35:00
evening0,off-topic,701415,francisco-ibanez-autor-mortadelo-filemon-acaba-fallecer-,Noticia,235,"
Necesitamos una calle con su nombre.
DEP. ",2,2023-07-16 13:38:00
Vhsephi,off-topic,701415,francisco-ibanez-autor-mortadelo-filemon-acaba-fallecer-,Noticia,236,"
#220 hombre... eso de ""Se muere alguien y todos éramos fans"" siempre pasará (Bueno, cuando la palmen ciertos como Bad Bunny, Maluma o tal no creo que pase).
Pero creo que hay muy pocos españoles que no hayan leído un comic suyo.
Yo tuve la oportunidad de conocerlo cuando vino a firmar a Alicante y fue una madre que era muy fan de él a que le firmará su cómic y el niño se puso a llorar. Detuvo la firma y se puso a hacer el tonto con el niño hasta que se puso a sonreír.
Al contrario de otros artistas que son prepotentes y ven a sus fans como ""billetitos"" Ibañez era más humilde, por no hablar de que era capaz de reirse de si mismo hasta límites incréibles. ",5,2023-07-16 13:39:00
MustangZaba,off-topic,701415,francisco-ibanez-autor-mortadelo-filemon-acaba-fallecer-,Noticia,237,"
#220 Lo que es una pena es que a los grandes de este país siempre los hemos olvidado. Y cuando mueren es cuando empiezan los reconocimientos. Adolfo Suárez, Luis Aragonés, ahora Ibáñez, y los que me quedan por mencionar ",2,2023-07-16 14:21:00
KirK,off-topic,701415,francisco-ibanez-autor-mortadelo-filemon-acaba-fallecer-,Noticia,238,"
#237 Pues a eso voy... ",0,2023-07-16 14:23:00
DiVerTiMiX,off-topic,701415,francisco-ibanez-autor-mortadelo-filemon-acaba-fallecer-,Noticia,239,"
 ",18,2023-07-16 14:24:00
Cr3ative,off-topic,701415,francisco-ibanez-autor-mortadelo-filemon-acaba-fallecer-,Noticia,240,"
Descanse en paz maestro ",1,2023-07-16 14:24:00
Vhsephi,off-topic,701415,francisco-ibanez-autor-mortadelo-filemon-acaba-fallecer-,Noticia,241,"
muy Ibañez
 ",7,2023-07-16 15:15:00
ArthurMorgan,off-topic,701415,francisco-ibanez-autor-mortadelo-filemon-acaba-fallecer-,Noticia,242,"
 ",43,2023-07-16 15:57:00
bicho0,off-topic,701415,francisco-ibanez-autor-mortadelo-filemon-acaba-fallecer-,Noticia,243,"
Ha dolido tanto a todo el mundo porque te toca la patata de cuando ha Sido niño y te saca sentimientos de aquella maravillosa época ",1,2023-07-16 16:16:00
Kirbos,off-topic,701415,francisco-ibanez-autor-mortadelo-filemon-acaba-fallecer-,Noticia,244,"
#223 a ver, las cosas como son, Tintin y Asterix se mean en la obra de Ibañez. Pero Ibañez era muy nuestro y de nuestra niñez y le tenemos cariño.
#243 pues sí, y a eso le sumas que era un tio de puta madre.
Se va un grande. Eterno. ",0,2023-07-16 16:21:00
KaSe,off-topic,701415,francisco-ibanez-autor-mortadelo-filemon-acaba-fallecer-,Noticia,245,"
#244 pues no sé qué le veis a Tintín. Siempre me ha parecido una cosa super repelente. ",7,2023-07-16 17:49:00
E3-NeOz,off-topic,701415,francisco-ibanez-autor-mortadelo-filemon-acaba-fallecer-,Noticia,246,"
#244 lo de Tintin quizá,  pero lo de Asterix , si que no . Mortadelo y Filemon ha sido mas leido a nivel mundial, que Asterix , Otra cosa es cinematograficamente ,que ya sabemos que el Cine Patrio es bastante regulinchi y el cine frances es algo mejor y mas reconocido ",0,2023-07-16 18:02:00
Sonos,off-topic,701415,francisco-ibanez-autor-mortadelo-filemon-acaba-fallecer-,Noticia,248,"
Dep, tengo un superhumor firmado, grandiosos momentos nos dio ",0,2023-07-16 18:22:00
palickpre,off-topic,701415,francisco-ibanez-autor-mortadelo-filemon-acaba-fallecer-,Noticia,249,"
#246 pues los live action de asterix tampoco son la gran cosa. La primera si que esta bien, el resto me parecio demasiado absurdo para ser de ellos.
Eso si, la peli de Tintin de Steven Spielberg es muy fiel a los comics y a la serie que sacaron, bastante buena ",0,2023-07-16 18:45:00
Kirbos,off-topic,701415,francisco-ibanez-autor-mortadelo-filemon-acaba-fallecer-,Noticia,250,"
#246 no me jodas, la calidad de los comics de Asterix con Uderzo y Goscinni se mean en cualquier cosa que haya hecho Ibañez.
A ver, que quiero a Ibañez como al que más, pero seamos realistas. Ibañez no ha hecho en su vida nada ni remotamente parecido en cuanto a calidad a El Escudo Arverno o Los Laureles del Cesar, por poner un ejemplo. ",0,2023-07-16 18:52:00
Carcinoma,off-topic,701415,francisco-ibanez-autor-mortadelo-filemon-acaba-fallecer-,Noticia,251,"
#250 Uderzo era mejor dibujante, de esto no creo que haya duda. Pero a Uderzo le hacía los guiones Goscinny, e Ibáñez se ha tirado 60 años vomitando ideas día tras día, además de dibujándolas. No se puede comparar ambas exigencias de publicación. ",7,2023-07-16 20:04:00
Kirbos,off-topic,701415,francisco-ibanez-autor-mortadelo-filemon-acaba-fallecer-,Noticia,252,"
""El sulfato Atómico"" es quizas la historia de Ibañez más currada y más comparable con mastodontes como Asterix o Tintin.
#251 bueno.... mucho de lo que hacía Ibañez no lo hacía ni él.
Todos recordamos el caso de ""los negros"" de Ibañez.
https://www.xataka.com/magnet/entrevista-borrada-al-negro-ibanez-que-nos-recuerda-problemas-autoria-comic-espana/ampx ",0,2023-07-16 20:57:00
Hipnos,off-topic,701415,francisco-ibanez-autor-mortadelo-filemon-acaba-fallecer-,Noticia,253,"
Dep Ibáñez y dep mi infancia. ",0,2023-07-16 21:14:00
Vhsephi,off-topic,701415,francisco-ibanez-autor-mortadelo-filemon-acaba-fallecer-,Noticia,254,"
#247 ero vi la película La gran aventura de Mortadelo y Filemón que seguro que le da mil vueltas a los comics
madre mía...
#250 pero es que no tiene nada que ver un cómic de aventuras que habla de un grupo de galos haciendo frente a las tropas Romanas, y otras tantas historias, a una aventura de un par de agentes chapuceros metepatas.
Ibáñez siempre ha caracterizado por hacer crítica social a través de sus historietas, y otras, simplemente, historias de humor para divertir a todo el mundo.
Pero vamos, Tintin, como ya han comentado, siempre me ha parecido d elo más repelente que había, y Asterix y Obelix pues dependendía mucho de la historia.
#252 bueno, hay muchos cómics de Mortadelo y Filemón apócrifos, como La Cochinadita nuclear, El caso de los párvulos, El gran Sarao o el Profeta Jeremías, pero anda que no se notaba por el humor que no eran de él...
Hasta el mismo bromeaba con el tema, como en El pinchazo telefónico.
El Sulfato Atómico fue su primera historia larga, intentando darle un toque más ""maduro al dibujo"" como hizo con Valor, y al toro, pero luego, para poder trabajar más rápido, empezó a dibujar con trazos más ""simples"". ",0,2023-07-16 21:28:00
Jetxot,off-topic,701415,francisco-ibanez-autor-mortadelo-filemon-acaba-fallecer-,Noticia,255,"
Mortadelo y Filemon... Como gocé sus comics, de chaval me los releía una y otra vez, sobrerodo en verano en el pueblo, los tenia allí nose porqué, por la noche alguno caya, o sino Asterix y Obelix, el otro gran comic de mi infancia.
Lo que mas me marco era su manera de reflejar a los politicos. Como abuelos destrozados hechos mierda, parcheados y remiendados de cualquier manera y manipulados detrás por alguien. ",0,2023-07-16 21:40:00
TripyLSD,off-topic,701415,francisco-ibanez-autor-mortadelo-filemon-acaba-fallecer-,Noticia,256,"
#250 Creo que la obra más comparable frente a la Ibáñez es la Escobar.
Tratar de comparar eso frente a Goscinny, Hergé, Franquin,.. No se. Para mi son formas de hacer tebeos diferentes. Para mi es comparar tebeos basados en ""héroes"" metidos en aventuras extraordinarias y fantásticas en las que se mimetizan correctamente frente a lo cotidiano y el absurdo de mezclar esa normalidad en aventuras que parecen pretender imitar a esos heroes, con humor simple, directo, sin dobles lecturas,.. Y en eso Ibáñez, especialmente con Mortadelo y Filemon, era excelente. Goscinny hace fórmulas parecidas, y creo que por eso funcionó mucho entre el público Español, pero sigue sin llegar al mismo punto. ",0,2023-07-16 23:57:00
TDragon,off-topic,701415,francisco-ibanez-autor-mortadelo-filemon-acaba-fallecer-,Noticia,257,"
Gracias por tanto
DEP ",1,2023-07-17 00:07:00
gogogo,off-topic,701415,francisco-ibanez-autor-mortadelo-filemon-acaba-fallecer-,Noticia,258,"
 ",0,2023-07-17 00:10:00
gogogo,off-topic,701415,francisco-ibanez-autor-mortadelo-filemon-acaba-fallecer-,Noticia,259,"
#250 Pues qué quieres que te diga, me leería sin dudar el peor cuento de El Pequeño Nicolás antes que la mejor historieta de Astérix ",0,2023-07-17 00:15:00
AddriTrainer,off-topic,701415,francisco-ibanez-autor-mortadelo-filemon-acaba-fallecer-,Noticia,260,"
De pequeño, me encantaban Mortadelo y Filemon. Aún conservo la colección de cómics que compraba con mi padre. Valían 2 euros en el Carrefour, y 1 iba destinado a causa benéficas contra el autismo. También me veía la serie de dibujos animados cuando la echaban por Neox todas las mañanas, y las películas... bueno. Pasables. 
Le doy las gracias a este hombre por traer tan magníficos personajes. DEP. ",0,2023-07-17 01:01:00
Daviid_5,off-topic,701415,francisco-ibanez-autor-mortadelo-filemon-acaba-fallecer-,Noticia,261,"
#252 enlace muerto
Recuerdo ir a comprar con mis padres al Alcampo/GV2 e ir directo a la sección de libros, coger un cómic gordo de tapa dura, sentarme en el suelo y a leer mientras los papis compraban. ",0,2023-07-17 08:24:00
TigerT-,off-topic,701415,francisco-ibanez-autor-mortadelo-filemon-acaba-fallecer-,Noticia,262,"
Muchas tardes leyendo tebeos mientras me tomaba pan con mantequilla y azucar... Eso si que era una infancia.
DEP ",0,2023-07-17 11:14:00
isvidal,off-topic,701415,francisco-ibanez-autor-mortadelo-filemon-acaba-fallecer-,Noticia,263,"
DEP
Yo tengo aun como 300 mortadelos y filemon, los collecionaba y los deboraba de xiquitin
Creo que es la unica muerte de alguien famoso que no conozco de nada que de verdad me da pena ",6,2023-07-17 11:31:00
D10X,off-topic,701415,francisco-ibanez-autor-mortadelo-filemon-acaba-fallecer-,Noticia,264,"
#239 no tendras ese fondo en alta resolucion? Es una maravilla
#244 Yo te he reportado por franchute. ",0,2023-07-17 11:31:00
richmonde,off-topic,701415,francisco-ibanez-autor-mortadelo-filemon-acaba-fallecer-,Noticia,265,"
El autor de los tomos gigantescos de los cómics que me leía cada tarde, noche, repetidas veces, y deseaba ansioso que mis padres me comprasen todos los que había...
Descanse en paz, maestro. ",0,2023-07-17 11:38:00
bewareo,off-topic,701415,francisco-ibanez-autor-mortadelo-filemon-acaba-fallecer-,Noticia,266,"
 ",39,2023-07-17 19:00:00
Panch,off-topic,701415,francisco-ibanez-autor-mortadelo-filemon-acaba-fallecer-,Noticia,267,"
#250 Habré leído todos los Mortadelos q hay hasta el 2000 y la inmensa mayoría de tanto Tintín como Asterix, para mí, sin ninguna duda es mejor Mortadelo, sobretodo a nivel de diálogos (cierto es que no sé lo q perderían Asterix o Tintin con las traducciones, leí muy poco en inglés y en VO muy poco, pero tampoco tenía nivel de francés para apreciarlo) y los detalles de Ibáñez me parecen espectaculares, tenía humor en cada centímetro de viñeta...
Quizá en calidad de dibujo Asterix sea superior (para mí no, pero ni mucho menos soy experto), pero en general me parece mejor producto Mortadelo y Filemón. ",2,2023-07-19 04:27:00
LeeSinGafas,off-topic,701415,francisco-ibanez-autor-mortadelo-filemon-acaba-fallecer-,Noticia,268,"
#267 Si leéis las primeras páginas de ""El Sulfato Atómico"" veréis una gran calidad de dibujo e incluso más realismos con cosas como que los chichones iban menguando viñeta a viñeta en vez de desaparecer por arte de magia xD
La editorial ante el éxito de Astérix propuso a Ibáñez hacer algo similar, una historia larga con una gran calidad de dibujo pese a que no era su estilo.
Al final fue el propio Ibáñez que propuso reducir la calidad de dibujo para poder trabajar a un ritmo más rapido y aceptaron
Al final la ""calidad"" es algo subjetivo. Los fans prefieren un Ibáñez ocupado en historias divertidas repletas de gags y no buscando realismo en sus dibujos ",9,2023-07-19 09:15:00
palickpre,off-topic,701415,francisco-ibanez-autor-mortadelo-filemon-acaba-fallecer-,Noticia,269,"
Edit. He repetido lo del chichón jajaja ",0,2023-07-19 11:58:00
ArthurMorgan,off-topic,701415,francisco-ibanez-autor-mortadelo-filemon-acaba-fallecer-,Noticia,270,"
Hablando de Asterix y obelix, acabo de enterarme de que salio una pelicula hace poco de ellos y ni lo sabia, wtf
 ",0,2023-07-19 12:42:00
Alien_crrpt,off-topic,701415,francisco-ibanez-autor-mortadelo-filemon-acaba-fallecer-,Noticia,271,"
#244 Tintin era un asco. Depequeños me leia todos los comic de Obelix y Asterix y siempre iban de lo mismo. Con Mortadelo y Filemon nunca sabias por donde iban a ir los tiros. Y las carcajadas que te pegabas no lo conseguia ningun comic.
Siempre se ha dicho que lo mas dificil es hacer reir a una persona e Ibañez siempre lo conseguia. ",14,2023-07-23 13:54:00
Kirbos,off-topic,701415,francisco-ibanez-autor-mortadelo-filemon-acaba-fallecer-,Noticia,272,"
#271 que los comics de Asterix siempre iban de lo mismo?
What? ",0,2023-07-23 20:06:00
Alien_crrpt,off-topic,701415,francisco-ibanez-autor-mortadelo-filemon-acaba-fallecer-,Noticia,273,"
#272 No me digas que no iba de conseguir la formula magica o conseguir al druida para que le hiciera la formula. Y al final se sale mal la jugada. O raptaban a alguien de la aldea. O iba alguien a pedir ayuda a los galos.
Y por supuesto risas 0. ",0,2023-07-23 20:35:00
Thouy,off-topic,701415,francisco-ibanez-autor-mortadelo-filemon-acaba-fallecer-,Noticia,274,"
#272 La verdad es que estaban cortados por un patrón muy similar. Y gracia pues no mucha. Pero de todas formas siguen siendo muy top y a mí me encantaban de chiquillo. ",0,2023-07-23 20:48:00
Kirbos,off-topic,701415,francisco-ibanez-autor-mortadelo-filemon-acaba-fallecer-,Noticia,275,"
#273 risas menos que Mortadelo, obviamente, pero como comics de aventuras eran maravillosos (hablo siempre de era Goscinny - Uderzo) ",2,2023-07-23 21:34:00
Shaka,off-topic,701415,francisco-ibanez-autor-mortadelo-filemon-acaba-fallecer-,Noticia,276,"
Yo recuerdo que de pequeño con 10 años o asi, me pille los dedos con la puerta de un renault 4 (el de mi abuelo) que dolor mas grande tenia en la mano joder. Pues me tumbaron en mi cama y me puse a leer comics, estaba llorando de dolor por los dedos y llorando de la risa al mismo tiempo de leer mortadelo y filemon. ",5,2023-07-23 21:54:00
Vhsephi,off-topic,701415,francisco-ibanez-autor-mortadelo-filemon-acaba-fallecer-,Noticia,277,"
by Absure 2000 en el barrio del Clot de Barcelona (Calle Bilbao)
 ",19,2023-07-25 18:44:00
Arnius-Fox,off-topic,701415,francisco-ibanez-autor-mortadelo-filemon-acaba-fallecer-,Noticia,278,"
#277 Hicieron uno en Alcalá de Henares, lo subiré mas tarde. ",0,2023-07-25 23:26:00
Kernel0Panic,off-topic,701415,francisco-ibanez-autor-mortadelo-filemon-acaba-fallecer-,Noticia,279,"
#277  Espero que hagan algo parecido en la sede original. Para el que no lo sepa, está en Madrid, en la calle Pez nº13.  Por desgracia, algún cabrón robó la placa que se colgó hace unos años como homenaje. ",2,2023-07-25 23:48:00
zombietoads,off-topic,701415,francisco-ibanez-autor-mortadelo-filemon-acaba-fallecer-,Noticia,280,"
Este Documentos que hicieron en RNE cuando el 60 aniversario puede que os interese.
https://www.rtve.es/play/audios/documentos-rne/documentos-rne-mortadelo-filemon-francisco-ibanez-60-anos-humor-vinetas-30-08-18/4635468/ ",0,2023-07-25 23:57:00
gabigoxi,off-topic,701415,francisco-ibanez-autor-mortadelo-filemon-acaba-fallecer-,Noticia,281,"
Conseguido el N1! Siempre fue una colección que quise completar y la verdad que me lo he propuesto. Ya solo me quedan 172 números de 219 
 ",16,2023-07-26 15:40:00
ClaudeS,off-topic,701415,francisco-ibanez-autor-mortadelo-filemon-acaba-fallecer-,Noticia,282,"
 ",25,2023-07-27 10:22:00
NigthWolf,off-topic,701415,francisco-ibanez-autor-mortadelo-filemon-acaba-fallecer-,Noticia,283,"
Otra cosa que siempre me flipaba eran las portadas de los comics de Mortadelo y Filemon, estaban tan cargadas de detalles que de niño recuerdo pasar el tiempo simplemente mirando cada esquina para ver algo que hubiese pasado por alto.
Asterix y Obelix y Tintin nunca me gustaron, me aburrian. Pero Mortadelo y Filemon, Pepe Gotera y Otilio, Rompetechos y demas... Me encantaba. Los leia tanto que tengo viñetas enteras en la memoria. Sin duda ha influenciado muchisimo al tipo de humor absurdo que me gusta. ",13,2023-07-27 10:49:00
Erethron,off-topic,701415,francisco-ibanez-autor-mortadelo-filemon-acaba-fallecer-,Noticia,284,"
#283 Yo era del 13 rue del Percebe.
A ver si me pillo la edición integral que sacaron hace poco. ",1,2023-07-27 10:52:00
Ninja-Killer,off-topic,701415,francisco-ibanez-autor-mortadelo-filemon-acaba-fallecer-,Noticia,285,"
#283 Eso es gran parte de la magia. Además del humor absurdo y desternillante, era la cantidad de detalles y ""gags"" que habían prácticamente en cada viñeta.
Después de leerme decenas de veces un número, siempre encontraba detalles nuevos que no me había fijado.
Absolutamente fascinante ",1,2023-07-28 05:51:00
Hazzard,off-topic,701415,francisco-ibanez-autor-mortadelo-filemon-acaba-fallecer-,Noticia,286,"
#281 que te ha costado la gracia? ",0,2023-07-28 13:28:00
ShOwTiMe1g,off-topic,701415,francisco-ibanez-autor-mortadelo-filemon-acaba-fallecer-,Noticia,287,"
Que pasada.
Donde estén Mortadelo y Filemón que se quiten el resto. ",0,2023-07-28 13:35:00
Nerviosillo,off-topic,701415,francisco-ibanez-autor-mortadelo-filemon-acaba-fallecer-,Noticia,288,"
#283 Y esas portadas, o al menos las ediciones más antiguas del Olé! tenían relieve.
Me acuerdo perfectamente de pasar el dedo por ellas. ",14,2023-07-28 13:41:00
ShOwTiMe1g,off-topic,701415,francisco-ibanez-autor-mortadelo-filemon-acaba-fallecer-,Noticia,289,"
#288 Síii lo que le gustaba sobar las portadas antes de zamparme el cómic  ",0,2023-07-28 13:43:00
DiSKuN,off-topic,701415,francisco-ibanez-autor-mortadelo-filemon-acaba-fallecer-,Noticia,290,"
#288Nerviosillo:Me acuerdo perfectamente de pasar el dedo por ellas.
+1000 ",2,2023-07-28 13:43:00
gabigoxi,off-topic,701415,francisco-ibanez-autor-mortadelo-filemon-acaba-fallecer-,Noticia,291,"
#286 5€ con portes  los hay que piden cientos de euros pero ya imagino que serán primeras ediciones o en estado brillante.
Yo estoy haciéndome la colección poco a poco de gente que vende lotes a 1.50/2€ la unidad etc.
Tampoco tengo prisa por completarla, y ya tenia unos 40 y pico en casa de la época de crío. ",2,2023-07-28 20:34:00
Vhsephi,off-topic,701415,francisco-ibanez-autor-mortadelo-filemon-acaba-fallecer-,Noticia,292,"
#286 tan difícil es de conseguir? En serio? ",0,2023-07-30 00:05:00
gabigoxi,off-topic,701415,francisco-ibanez-autor-mortadelo-filemon-acaba-fallecer-,Noticia,293,"
#292 que va, lo tienes en bastantes sitios si buscas mínimamente en google xD.
Y como te digo, si no coges uno que esté impoluto y sea primera edición etc (piden cientos de euros),los hay a patadas por pocos euros, a mi me costó 2€ y pico + el envío que lo hicieron ordinario (no lo pensé y me arriesgué a que volase del buzón), así que eso, 5€ en total.
Para mi mientras el tebeo esté bastante decente me sirve y me facilita hacer la colección más barata que el que los quiere todos 100% perfectos. ",0,2023-07-30 00:38:00
Vhsephi,off-topic,701415,francisco-ibanez-autor-mortadelo-filemon-acaba-fallecer-,Noticia,294,"
#293 ya decía yo... que no estaban tan limitados que yo recordase (claro, yo lo tengo desde los 8-9 años o así xD).
Podría entender si estuviera firmado... pero vamos, solo por estar nuevo es irse la pinza.
Diría que hasta puede ser más chungo conseguir el cómic porno que cualquiera de la colección Olé XD
Eso sí, hay que reconocer que ver a Ibáñez hacer la firma en el cómic molaba como te dibujaba enseguida un Mortadelo disfrazado XD ",1,2023-07-30 01:05:00
Loki_Cat12,off-topic,701415,francisco-ibanez-autor-mortadelo-filemon-acaba-fallecer-,Noticia,295,"
Bueno, pues se viene la cancelación.
 ",1,2023-08-07 18:30:00
gabigoxi,off-topic,701415,francisco-ibanez-autor-mortadelo-filemon-acaba-fallecer-,Noticia,296,"
#295 la rubia devorada podria la hija de la del 13 rue del percebe no? La que nunca encuentra pareja. Casualmente luego creo que no volvió a salir 
 ",2,2023-08-08 08:12:00
Vhsephi,off-topic,701415,francisco-ibanez-autor-mortadelo-filemon-acaba-fallecer-,Noticia,297,"
 ",9,2023-08-15 18:51:00
gabigoxi,off-topic,701415,francisco-ibanez-autor-mortadelo-filemon-acaba-fallecer-,Noticia,298,"
Recibido hoy el último número de ole del gran maestro que estaba todavía por publicar! Aunque imagino que 2-3 mas puede que tuviese aún preparados!!
 ",8,2023-09-21 16:28:00
Vhsephi,off-topic,701415,francisco-ibanez-autor-mortadelo-filemon-acaba-fallecer-,Noticia,299,"
#298 nop, no es el último
faltan por salir dos más:
Mundial 2022
Mundial Baloncesto 2023
que de momento solo están en tapa dura
por cierto, soy yo o le han vuelto a subir el rpecio a la Colección Olé? ",0,2023-09-21 16:44:00
gabigoxi,off-topic,701415,francisco-ibanez-autor-mortadelo-filemon-acaba-fallecer-,Noticia,300,"
#299 6,50€ me salio este ",0,2023-09-21 16:46:00
Vhsephi,off-topic,701415,francisco-ibanez-autor-mortadelo-filemon-acaba-fallecer-,Noticia,301,"
#300 por eso digo, acabo de mirarlo y los han subido otro euro los mamones XD ",0,2023-09-21 16:48:00
ShOwTiMe1g,off-topic,701415,francisco-ibanez-autor-mortadelo-filemon-acaba-fallecer-,Noticia,302,"
#298 Que maravilla  ",1,2023-09-21 23:23:00
ArKan0iD,off-topic,701415,francisco-ibanez-autor-mortadelo-filemon-acaba-fallecer-,Noticia,303,"
Me entran ganas de completar la colección viendo lo que ponéis aquí.
Lo que no se ir por los gordos Superhumor o los cómics delgados de una historia ",0,2023-09-21 23:33:00
Vhsephi,off-topic,701415,francisco-ibanez-autor-mortadelo-filemon-acaba-fallecer-,Noticia,304,"
#303 te diría que por precio te salen más baratos los Superhumor (y quedan mejor en la estantería) pero el probelma es que con la subida ya no salen tan rentables.
Los que aún no han tenido subida cuestan 19.90 y los que sí 23.90 ",1,2023-09-21 23:37:00
